id,Multitasking (Montasker -- Multitasker),Breadth (Specialist -- Generalist),Collaboration (Solo Creator -- Collaborator),Confidence (Self-Critical -- Self-Assured),Focus (Distractible -- Focused),Inspriation Source (Inward -- Outward),Creative Reasoning (Rational -- Intuitive),Motivation (Internal -- External),Movement (NonKinetic -- Kinetic),Organization (Controlled Chaos -- Organized),Pace (Slow -- Fast),Perfectionism (Pragmastist -- Perfectionist),Risk (Risk Averse -- Risk Loving),Stategy (Make It Happen -- Let It Happen),Tactic (Tenacious -- Reframer),Workspace (Private -- Public),Noise (Silence -- Noise/Music),Nature (Urban -- Nature),Ritual (Novetly Seeker -- Creature of Habit),Constraints (Stifle By -- Stimulated By),Creative Biorhythm,Gender,Age,Discipline
5664f52620c5b5f009a74e7b,4,4,4,3,4,3,2,2,4,4,3,2,2,2,2,1,2,3,3,3, Evening | After Midnight,,,
5664f5b5781f5ee40d83d32b,2,2,5,1,4,4,3,5,5,5,1,5,1,2,3,2,1,3,4,3, Evening | Afternoon ,Male,70,
5664e017781f5ee40d83d0fb,5,5,5,3,3,4,3,4,3,3,4,3,5,4,5,3,3,4,3,4, Evening | Morning ,Male,36,Business
5664f5cc781f5ee40d83d32f,2,3,4,1,4,3,4,4,5,4,3,3,3,3,2,4,3,4,3,3, Evening | Afternoon ,Male,40,Writing|DataVisualization|DataScience
5664f63a781f5ee40d83d345,1,5,3,1,4,4,1,3,5,5,5,1,5,3,4,3,3,4,1,2, After Midnight,Male,19,Art|Animation|VisualArt|Technology
5664f64920c5b5f009a74e9e,5,5,5,4,3,4,3,3,2,4,3,4,4,4,4,2,1,3,2,4, Morning | After Midnight,Male,50,Music|Singer|VisualArt|Writing|Theater|Producer|Maker|GraphicDesign|Film/Television|Design|Acting|Art
5664f6b420c5b5f009a74ebe,3,3,4,3,4,3,3,2,4,4,3,3,4,2,2,3,4,5,1,3, Afternoon | Morning | Evening ,,,Music|CulinaryArts
5664f76f781f5ee40d83d39e,2,5,3,1,5,4,4,,,,,,,,,,,,,,,,,
5664f03c20c5b5f009a74df7,5,4,2,2,3,3,2,3,2,4,2,5,3,2,2,2,4,4,3,4, After Midnight| Evening ,Male,30,Art|Sculpture
5664f6cb20c5b5f009a74ec5,5,5,5,4,3,1,2,3,4,4,5,4,4,1,4,4,3,4,1,1, Evening | After Midnight,Male,25,Art|Agriculture|Animation|Design|Directing|Editing|Entrepreneurship|Environment|Exploration|Film/Television|GraphicDesign|Invention|Journalism|NGO/Non-Profit|Producer|VisualArt|Writing
5664f6ff20c5b5f009a74ed9,4,5,5,5,5,5,5,1,5,4,1,5,5,5,2,2,3,5,1,5, Morning | Evening ,Male,18,Art|Astronomy|Author|Botany|Business|CulinaryArts|Design|Directing|Editing|Entrepreneurship|Environment|Exploration|Film/Television|GraphicDesign|Invention|Journalism|Music|Spirituality|VisualArt|Skateboarding Damn? come on creation and innovation at its finest people...
5664f6c5781f5ee40d83d367,5,5,4,1,5,1,5,2,4,1,5,2,3,4,5,1,2,4,1,4, Morning ,Female,27,
5664f7f920c5b5f009a74f12,4,3,4,2,3,4,2,4,4,4,3,4,2,4,3,2,3,4,2,2, Morning ,,,
5664f3d520c5b5f009a74e61,4,4,1,1,5,3,3,3,5,5,4,5,4,3,3,2,3,3,3,1, Morning | Evening | After Midnight,Male,23,"Activism|Environment|Exploration|GreenEnergy|Invention|Literature|Music|Singer|SpokenWord|Writing|Martial Arts, Fitness Training, Problem Sovling"
5664f838781f5ee40d83d3c7,5,5,3,5,2,3,4,3,5,4,5,4,5,4,5,3,3,4,2,1, Evening |Pre Dawn | Morning ,Female,43,Art|Acting|Directing|Entrepreneurship|Film/Television|Food|Photography|Producer|Sports|Theater
5664f350781f5ee40d83d2f9,1,3,1,1,3,3,2,1,2,3,2,1,4,3,2,3,2,4,3,2, Evening | After Midnight,Male,32,Art|Astronomy|DataScience|Design|GraphicDesign|Photography|Medicine|Neuroscience
5664f7da781f5ee40d83d3b9,3,5,3,4,2,1,5,3,1,1,5,4,1,2,3,1,3,1,3,4, After Midnight,Male,,Engineering
5664f94b20c5b5f009a74f43,4,3,4,2,3,1,5,3,4,5,4,1,5,5,3,2,4,4,5,4, Morning | Evening | After Midnight,,,
5664f9fc781f5ee40d83d40e,1,5,1,3,5,5,1,4,1,3,4,4,2,1,3,1,4,1,4,3, Morning | Afternoon ,Male,28,Art|Journalism|Music|Politics|VisualArt|Writing
5664f9af781f5ee40d83d401,3,4,2,1,4,3,4,4,3,4,4,1,2,2,2,1,4,5,4,3, Afternoon | Evening ,,,Art|Agriculture|Author|Biology|CulinaryArts|Engineering|Education|Ecology|Entrepreneurship|Music|Science|Research|Singer|Sculpture|Spirituality|Writing|Zoology
5664f99b781f5ee40d83d3fc,3,5,2,2,3,1,4,2,3,1,3,3,3,4,2,5,4,3,2,2, Evening | After Midnight,Male,17,Art|Architecture|Design|Engineering|Entrepreneurship|Food|GraphicDesign|Invention|Music|Sculpture|Technology|VisualArt
5664fb1b20c5b5f009a74f82,2,4,2,2,5,3,5,2,5,4,3,2,4,3,5,4,2,5,2,4,Pre Dawn | Morning ,,,
5664fb3c781f5ee40d83d43d,5,4,4,2,5,2,5,2,3,3,5,3,5,5,4,1,2,3,1,3,Pre Dawn | Morning ,Male,36,Art|CulinaryArts|Business
5664fc14781f5ee40d83d45e,5,5,2,3,3,5,4,3,3,4,3,4,2,4,3,1,3,5,4,2,Pre Dawn | After Midnight| Evening ,Female,35,
5664fbe720c5b5f009a74f9e,3,2,2,1,4,3,4,3,5,4,1,4,5,2,4,4,4,3,4,3, Morning | Evening ,Female,24,Sports|Research|Psychology
5664fc4620c5b5f009a74fae,3,3,2,2,3,3,4,4,5,5,2,2,4,4,4,2,4,4,1,5, After Midnight,Male,21,Art|Business|CulinaryArts|Entrepreneurship|Environment|Exploration|Food|Literature|Maker|Music|Sports|Technology
5664fd3320c5b5f009a74fd1,4,5,2,3,3,3,2,2,5,5,4,4,4,2,2,2,4,4,3,2, Morning | Afternoon | Evening ,Female,22,Art|Design|GraphicDesign|VisualArt
5664fd23781f5ee40d83d487,1,4,3,4,2,5,2,3,2,5,5,4,5,2,1,,,,,,,,,
5664fe3c781f5ee40d83d4a9,3,5,4,4,2,5,1,5,4,5,4,2,3,2,3,4,4,2,2,3, Afternoon ,Female,27,PR
5664fda3781f5ee40d83d49a,5,5,3,2,4,3,4,4,4,4,5,2,2,4,1,1,4,4,3,1, After Midnight| Evening | Morning ,Male,19,Art|Animation|Business|Design|Editing|Entrepreneurship|Fashion|Film/Television|GraphicDesign|Journalism
5665015c20c5b5f009a7500f,,,,,,,,,,,,,,,,,,,,,,,,
5665019120c5b5f009a75012,3,5,4,2,3,4,4,4,2,5,2,2,4,5,4,2,2,2,1,2, Evening ,Male,20,Business|Entrepreneurship|Music
566502d7781f5ee40d83d4d6,3,5,2,1,2,5,4,4,4,4,4,3,4,4,4,1,1,5,1,3, Morning | Afternoon | Evening ,Female,31,Art|Education|GraphicDesign|Journalism|Photography
566504a1781f5ee40d83d4e4,2,3,3,1,4,3,3,3,2,2,3,3,3,4,3,3,4,2,3,1, Evening ,Female,25,Author|Writing|Photography|Literature|Journalism|Editing
566504d920c5b5f009a7502f,3,5,3,2,4,4,5,1,2,4,1,2,2,5,4,4,2,4,1,2, Evening | Morning ,Female,20,Music|Education
5665071b781f5ee40d83d507,1,5,1,4,2,1,3,3,2,5,5,5,5,3,4,1,5,4,3,4, Evening | After Midnight|Pre Dawn ,Male,20,Art|Acting|Architecture|Composer|Dance|Design|Editing|Engineering|Entrepreneurship|Fashion|GraphicDesign|Invention|Literature|Music|Photography|Politics|Producer|Singer|Spirituality|SpokenWord|VisualArt|Writing
5665097b20c5b5f009a75061,3,4,1,1,3,4,2,4,4,4,3,3,4,4,4,2,2,3,4,3, Morning | Evening ,Female,36,Art|Business|Entrepreneurship
56650aae20c5b5f009a75073,5,4,4,4,2,3,5,4,5,4,4,4,4,3,2,3,1,3,3,3, Evening ,Female,,
5665121820c5b5f009a75089,4,5,3,2,2,2,2,3,5,4,4,3,4,2,2,1,2,4,2,2,Pre Dawn | After Midnight| Morning ,,,
566511fe20c5b5f009a75085,5,5,1,1,3,3,3,1,5,4,5,3,5,4,5,1,3,4,3,5, After Midnight| Evening ,Female,22,"Acting|Art|Author|Dance|DataScience|DataVisualization|Design|Music|Photography|Singer|Spirituality|Theater|VisualArt|Writing|poetry, philosophy"
5663e90320c5b5f009a73bc1,4,3,5,2,3,3,4,1,5,4,2,4,3,2,3,3,4,5,3,4, Evening | Morning ,Male,32,Biology|DataVisualization|Education|Music|Neuroscience|Research|Science|ComputationalBiology|Composer|DataScience|Healthcare|HumanBiology|Rhythmatist
5665152a20c5b5f009a750a6,4,5,4,2,3,3,3,3,2,5,1,4,4,3,2,1,4,4,3,2,Pre Dawn | Morning | Evening | Afternoon | After Midnight,Male,33,Art|Animation|Astronomy|Business|CulinaryArts|Design|Directing|Editing|Entrepreneurship|Film/Television|GraphicDesign|Maker|Photography|Producer|Sports|SustainableDesign
56651a42781f5ee40d83d555,1,3,2,1,5,1,3,4,4,5,1,3,2,5,3,1,1,4,3,4, After Midnight,Male,19,Business|Engineering|Research
56651d8820c5b5f009a750c7,2,2,2,2,4,3,4,3,5,3,4,2,4,3,3,2,3,4,3,2, Evening | Afternoon ,,,
56651fa220c5b5f009a750d7,3,3,3,5,3,2,3,4,2,4,5,1,5,3,4,5,5,3,1,3, After Midnight| Evening ,Female,,Dance|Design|Photography|SpokenWord|Writing
5665258420c5b5f009a750ee,4,4,4,3,4,4,3,2,3,2,5,2,2,2,4,2,3,2,1,5, Morning ,Male,38,Design|Engineering|Entrepreneurship|Invention|NGO/Non-Profit|SustainableDesign
5665266420c5b5f009a750f8,2,5,2,2,5,3,2,3,4,4,3,4,3,3,4,3,5,3,3,4, Evening | After Midnight| Afternoon ,Male,23,Art|Design|Editing|Film/Television|Photography|Writing
56652403781f5ee40d83d589,5,5,4,4,3,5,2,4,5,4,2,1,2,5,4,3,2,5,1,5, Morning ,Male,30,Design
56652fc320c5b5f009a75117,5,5,4,3,3,5,4,2,3,3,5,4,4,5,5,5,3,4,2,4, After Midnight,Female,23,Art|Business|Design|Editing|Entrepreneurship|Exploration|GraphicDesign|Maker|Photography|VisualArt
566532aa781f5ee40d83d5ca,1,5,1,1,5,3,5,5,5,1,2,5,1,2,1,1,1,3,1,5, After Midnight,Male,23,Art|Design|Engineering|Entrepreneurship|Maker|OpenSource|Sports|VisualArt
56653cd7781f5ee40d83d5dc,4,5,1,4,4,5,2,4,1,2,4,4,4,3,2,,,,,,,,,
566546b6781f5ee40d83d5e6,4,3,5,3,2,4,4,2,4,5,3,5,4,3,4,2,4,1,2,2, Afternoon ,,,
56654bbb20c5b5f009a75149,3,5,3,1,5,3,4,3,2,3,3,4,4,3,2,1,3,2,1,2, Evening | After Midnight,Male,29,Design|Directing|GraphicDesign|Maker|Technology
56655049781f5ee40d83d604,3,4,4,1,3,4,4,2,5,2,2,5,4,4,4,2,5,4,1,3, After Midnight|Pre Dawn | Morning ,Male,24,Directing|Editing|Literature|Writing|Theater|SpokenWord|Photography|Music
56655c7e20c5b5f009a75168,4,1,2,1,3,3,1,4,4,5,3,5,1,1,3,1,1,5,3,3,Pre Dawn | Morning | Afternoon | Evening ,Male,35,Business|Author|Entrepreneurship|Fashion|PolicyWork|Sports|Writing
56655eb5781f5ee40d83d626,2,5,4,2,2,5,2,4,2,4,2,4,2,2,2,1,2,4,4,4, Morning | Evening ,Male,35,Business|DataVisualization|Design|Research
5665601a20c5b5f009a75187,2,3,2,1,1,4,3,2,1,4,5,3,3,3,2,5,3,1,2,3, Evening | After Midnight,Female,25,Art|Design|Editing|Food
5612437877e0c70923c2d9b7,,,,,,,,,,,,,,,,,,,,,,,,
566576d6781f5ee40d83d648,1,2,1,1,5,1,1,1,1,3,3,5,1,2,1,1,1,2,1,2,Pre Dawn ,Male,30,Architecture
56658865781f5ee40d83d659,4,4,5,3,2,4,4,3,3,3,5,3,4,2,4,3,4,4,3,3, Evening | After Midnight| Morning ,Male,37,Composer|Entrepreneurship|Music|Producer
5665ac80781f5ee40d83d67a,2,4,3,2,2,4,3,1,3,4,2,3,3,4,4,3,4,3,2,2, After Midnight| Evening ,Female,24,Design
5665ab0f781f5ee40d83d66b,4,4,1,2,5,4,1,4,3,4,4,4,2,4,4,2,3,3,2,3, Evening | After Midnight,Male,36,Art|Design|DJ|Engineering|Entrepreneurship|Maker|Music|SustainableDesign|Sustainability
5665af8f781f5ee40d83d690,2,3,3,2,3,4,3,4,4,3,2,4,3,3,4,2,2,3,2,4, Evening ,,,
5665b07e781f5ee40d83d6ac,,,,,,,,,,,,,,,,,,,,,,,,
5665b08a20c5b5f009a751de,3,3,4,1,1,4,1,3,5,2,2,4,5,4,4,3,5,1,1,2, After Midnight|Pre Dawn | Afternoon ,Female,21,Business|coaching
5665af90781f5ee40d83d693,3,4,2,1,3,4,5,3,4,4,5,5,3,3,4,1,4,5,4,3, Morning | Afternoon ,Female,27,Art|Business|Design|Directing|Environment|GraphicDesign|SustainableDesign
5665b05b781f5ee40d83d6a4,5,3,3,4,2,2,5,1,4,1,3,3,5,3,3,1,4,1,1,4,Pre Dawn | Morning | Evening ,Male,44,Art|VisualArt
5665b3d120c5b5f009a7520a,5,5,5,3,3,3,3,4,5,2,5,4,3,3,5,1,2,5,2,2,Pre Dawn ,Female,29,Art|Animation|Author|Business|DataVisualization|Design|Directing|Editing|Entrepreneurship|Fashion|GraphicDesign|SocialEnterprise|Technology|VisualArt|Writing|Creative Agency
5665b317781f5ee40d83d6ca,5,5,4,1,5,3,5,5,5,1,5,4,4,2,5,5,1,1,5,5, Morning ,Male,31,Film/Television|Writing
5665bc37781f5ee40d83d6f3,3,5,5,2,3,3,2,4,2,2,2,2,1,3,4,1,2,2,4,2,Pre Dawn ,,,
56641b0b781f5ee40d83c274,3,5,2,2,4,2,3,3,5,4,4,4,1,1,2,1,3,1,2,1, Morning | Afternoon ,Male,32,Art|Design|Entrepreneurship|NGO/Non-Profit
5665bf2820c5b5f009a7523a,2,3,2,2,4,4,4,4,2,5,4,3,1,2,3,1,2,1,4,4, Afternoon | Evening ,Male,21,Activism|Editing|Literature|PolicyWork|Politics|Research|Spirituality|Writing
5665c4f020c5b5f009a7524b,3,5,1,1,2,3,3,4,3,4,5,3,2,2,5,3,3,1,3,5,Pre Dawn ,Male,36,Food|Literature|Music|Editing|Technology|Writing|Wood
5665c54820c5b5f009a75253,5,5,4,1,3,3,1,3,5,3,4,4,2,2,2,3,3,5,2,2, Evening ,Male,21,Engineering
5665c5a4781f5ee40d83d727,5,5,5,1,3,3,5,3,3,5,5,5,5,5,3,1,2,5,3,1,Pre Dawn | Morning | Afternoon | Evening | After Midnight,,,
5665c9e620c5b5f009a75279,2,4,2,2,3,3,2,1,2,2,3,2,2,3,2,1,4,4,4,5, Morning ,Female,32,Art|CulinaryArts|Law|Spirituality
5665cb7220c5b5f009a7528a,3,5,2,2,5,2,3,1,4,4,1,4,2,2,4,1,1,3,2,3, Morning | After Midnight,Male,28,Music
5665d11220c5b5f009a7529e,5,5,4,4,3,5,2,4,3,5,5,2,2,1,3,1,3,2,2,5, Afternoon ,Female,28,Design
5661cff620c5b5f009a71c20,2,5,1,1,4,1,5,1,5,5,4,5,5,5,5,5,4,5,2,2, Morning |Pre Dawn | After Midnight,,,
5660dcde20c5b5f009a70b74,3,2,3,1,4,3,4,3,4,3,3,5,4,3,5,3,5,2,2,2, Evening ,Male,27,Art|Entrepreneurship|Fashion|Photography|VisualArt
5665dadf20c5b5f009a752c6,5,5,2,1,3,2,4,1,5,1,5,2,4,3,3,3,5,5,2,3, Morning | After Midnight|Pre Dawn ,Female,24,Activism|Education|NGO/Non-Profit|Writing
56637cdf20c5b5f009a7355b,1,5,3,4,3,4,,,,,,,,,,,,,,,,,,
55b7c9d0c414be3c112a8931,,,,,,,,,,,,,,,,,,,,,,,,
5665e24020c5b5f009a752d9,2,4,4,2,3,3,3,1,4,4,3,5,4,3,2,2,3,4,2,2, Morning | After Midnight,,,
5665e243781f5ee40d83d799,2,5,2,2,4,2,1,3,1,5,2,1,1,1,2,1,1,4,3,3, Morning | Afternoon ,Female,28,Computer Programmer
5665e2f6781f5ee40d83d7ad,3,5,3,3,4,1,3,2,4,4,4,3,2,3,2,2,3,4,3,3, Evening | Morning | After Midnight,Male,18,Art|Acting|Astronomy|Dance|Design|Music|Singer|Behavioral and Social Psycholochy
5665d6a5781f5ee40d83d782,5,3,4,2,3,4,2,4,4,3,3,2,3,3,4,2,2,4,2,3, Morning | After Midnight,Female,24,Entrepreneurship|Business
5665f97720c5b5f009a7531c,5,5,3,4,2,5,4,1,5,4,4,1,4,3,1,2,2,2,1,2, Afternoon | Evening | After Midnight,Male,21,Writing|Literature|Food|Author|CulinaryArts|SpokenWord
5665fe2e20c5b5f009a75331,5,5,3,3,2,4,5,2,4,1,1,4,4,5,3,3,1,5,1,1, Morning | Evening ,Female,50,Art|Activism|HumanRights|Journalism|Maker|Music|PolicyWork|Sculpture|Singer
5665f272781f5ee40d83d7c6,3,5,2,3,4,3,5,2,3,3,1,3,4,3,3,1,3,3,3,1, Evening | After Midnight,Male,23,Art|Writing|VisualArt|Technology|Spirituality|Producer|Photography|Music|Maker|Design|life experiences
5665ffa1781f5ee40d83d801,5,4,1,1,5,5,5,1,3,5,4,4,4,3,5,1,1,5,1,2, Morning ,Female,54,Art|Business|Design|Entrepreneurship|Fashion|Sculpture|Spirituality|Writing
5666021e20c5b5f009a75357,3,5,3,1,4,4,4,1,5,5,1,5,4,4,2,2,3,5,1,2,Pre Dawn | Afternoon | Evening ,Female,20,Design|Journalism|Entrepreneurship
5666171220c5b5f009a7536d,3,5,5,1,3,4,1,5,1,2,3,5,5,3,3,4,5,1,2,1, Evening ,Male,34,Art|Design|Entrepreneurship|GraphicDesign|Maker|Photography|Sculpture|Technology|Writing|jewellery
561e719bb76dbb7817d72053,,,,,,,,,,,,,,,,,,,,,,,,
56661f12781f5ee40d83d833,3,3,1,1,4,2,4,4,5,4,3,4,4,3,2,1,4,3,2,4, Afternoon | Evening | After Midnight,Male,27,Design|Film/Television|GraphicDesign|Maker|Theater
56661ec320c5b5f009a75380,3,4,4,2,3,4,4,3,4,4,3,2,3,2,1,2,2,5,3,2, Evening | After Midnight,Male,20,Entrepreneurship|Environment|Film/Television|Music|Photography
5666269120c5b5f009a753a2,2,3,1,1,3,4,4,2,4,4,2,4,2,4,4,4,2,3,2,3, Evening | After Midnight| Morning ,Male,27,Writing|Stand Up Comedy|SpokenWord|Singer|Music
5666360220c5b5f009a753b7,,,,,,,,,,,,,,,,,,,,,,,,
566641a7781f5ee40d83d860,1,1,1,5,4,,,,,,,,,,,,,,,,,,,
566645ec20c5b5f009a753bc,5,4,1,4,3,4,5,2,5,3,2,4,4,4,4,3,3,1,4,3, Morning | Evening ,,,Writing
56664d08781f5ee40d83d873,1,1,2,1,3,5,3,1,5,5,3,3,4,2,1,1,3,5,1,1, Morning |Pre Dawn ,Male,34,Art|Photography|Technology
5666522020c5b5f009a753d7,1,4,1,2,2,4,4,2,4,1,2,4,2,4,2,3,2,4,2,4, Evening | Morning | After Midnight,Male,25,Photography|Writing|Sports|Exploration
566654fb781f5ee40d83d893,5,5,5,5,3,1,3,1,1,1,5,5,5,3,3,3,5,3,3,1, Evening | Morning ,Male,33,Art|Acting|Architecture|Astronomy|Author|Business|Composer|Design|Directing|Editing|Entrepreneurship|Film/Television|GraphicDesign|Healthcare|Invention|Maker|Medicine|Music|SpokenWord|Spirituality|Technology|Writing
56665b4b781f5ee40d83d8b8,5,3,4,4,2,2,3,2,5,2,5,4,4,2,2,1,1,5,2,4, After Midnight| Evening ,Female,62,Art|Acting|Activism|Composer|Directing|Editing|HumanRights|Music|Neuroscience|Singer|Theater|Writing
566659e0781f5ee40d83d8a6,5,5,1,3,3,4,4,2,3,2,5,4,5,4,4,3,3,3,4,2, Morning |Pre Dawn ,Male,27,Writing|Photography|Music|Exploration
56665b3c781f5ee40d83d8b4,3,5,2,1,3,4,4,2,3,2,2,4,3,4,2,2,3,4,2,4, Afternoon | Evening | After Midnight,Male,30,Art|Author|DJ|Exploration|GraphicDesign|Journalism|Literature|Music|Sculpture|Science|VisualArt|Writing
56665ffe781f5ee40d83d8d9,4,5,2,3,4,2,2,4,5,5,3,2,1,2,2,2,3,4,4,4, Morning | Evening ,Male,25,Astronomy|Art|Acting|Author|Astrophysics|Composer|Business|Dance|CulinaryArts|Design|DJ|Editing|Education|Entrepreneurship|Engineering|Environment|Fashion|Film/Television|GraphicDesign|Invention|Literature|Maker|Music|OpenSource|Physics|QuantamPhysics|Research|Science|Singer|SpokenWord|Spirituality|Sports|Sustainability|Technology|Theater|Writing|VisualArt
566666d5781f5ee40d83d8eb,5,5,3,2,3,4,3,2,4,3,5,4,1,2,4,4,4,4,2,1, Morning |Pre Dawn ,Male,36,Acting|Engineering|Film/Television|Technology
5666685c20c5b5f009a7543e,1,2,2,1,1,3,2,3,4,3,4,2,3,2,2,4,3,2,2,4, Evening | After Midnight,Male,21,
5664f97920c5b5f009a74f4b,3,3,4,2,4,4,3,3,3,2,3,2,2,3,2,2,2,1,3,2, Evening | Morning ,Male,25,Writing|VisualArt|Sports|NGO/Non-Profit|Literature|HumanRights|Journalism|Entrepreneurship|Directing|Art|Acting
5666712220c5b5f009a75459,,,,,,,,,,,,,,,,,,,,,,,,
5666746920c5b5f009a7546b,3,3,1,2,2,5,4,1,4,1,2,4,5,3,3,3,1,5,1,2, Afternoon | Morning |Pre Dawn | Evening | After Midnight,Male,22,Music
5666739920c5b5f009a7545c,3,5,2,2,2,4,4,3,4,5,4,3,5,4,3,3,4,4,1,2, After Midnight|Pre Dawn ,Male,28,Art|Design|Fashion|GraphicDesign|Maker|SpokenWord|Sports|VisualArt|custom motorcycles
56667605781f5ee40d83d931,3,3,2,2,3,4,2,3,5,4,2,1,2,3,2,3,1,3,4,4, Evening | After Midnight,Male,28,GraphicDesign|Music|Producer|Design|Art
5666863f781f5ee40d83d948,4,4,4,2,2,2,4,4,5,4,2,4,4,4,3,1,4,4,4,2, Morning | Afternoon | After Midnight,Female,23,Art|Design|Photography|Writing|VisualArt
566688f120c5b5f009a7549b,3,4,1,3,3,3,3,4,2,1,4,2,3,3,3,2,3,4,4,4, After Midnight,Male,46,Education
56669f10781f5ee40d83d968,5,5,2,4,1,5,2,4,5,1,4,4,5,2,2,2,3,4,1,2, Morning |Pre Dawn | Afternoon ,Male,51,Sustainability|Technology|Leadership
5666a46d20c5b5f009a754bb,1,3,1,2,5,2,4,3,4,3,3,2,2,2,3,1,1,5,4,3, Evening | After Midnight,Male,89,Chemistry|DataVisualization|Ecology|Environment|Maker|Music|Sports|Science
5666a8f9781f5ee40d83d987,5,4,2,4,2,3,5,3,4,2,2,4,2,4,5,1,3,5,1,3, After Midnight| Evening ,Female,31,Education|Art|Maker|Spirituality|VisualArt|Writing
5643d2ce2ae782c65be13306,5,5,5,4,4,3,2,2,5,4,5,2,4,3,2,2,2,5,2,2, After Midnight| Morning ,Male,40,Architecture|Author|Business|Design|Education|Engineering|Entrepreneurship|Environment|Exploration|GreenEnergy|Research|Science|Sports|Sustainability|SustainableDesign|Tourism
5666e30a20c5b5f009a754ea,2,2,3,3,4,5,4,4,3,4,3,3,2,2,4,1,3,3,5,4,Pre Dawn | Morning ,Female,40,Author|Editing|Literature|Spirituality|Writing|Video Games
5666e76820c5b5f009a754fc,1,3,2,2,4,3,2,2,4,1,2,3,3,2,4,2,4,2,3,2, Afternoon ,Male,25,DJ
5666ecb920c5b5f009a7550d,2,2,2,4,3,1,5,3,4,4,4,5,5,4,1,3,2,4,1,3,Pre Dawn | After Midnight| Afternoon ,Male,28,Healthcare|Author|Education|Entrepreneurship|Exploration|Food|Invention|Writing|fitness
5666f1ba20c5b5f009a7551f,2,3,4,2,2,1,4,1,4,2,2,4,4,4,4,1,3,4,2,4,Pre Dawn | Morning | After Midnight,Male,31,Activism|Agriculture|Author|CulinaryArts|Ecology|Entrepreneurship|Film/Television|Food|Literature|OpenSource|Research|Spirituality|SpokenWord|Writing|Toltec Dreaming
5666f76320c5b5f009a75530,3,5,2,2,5,3,4,2,4,1,4,1,4,4,4,1,3,5,2,2, Morning | Afternoon ,Male,37,Producer|Music|Maker|Engineering|DJ|Composer|Art
5666fd6120c5b5f009a75553,4,2,2,1,5,3,4,2,3,2,4,5,4,2,2,1,1,4,4,2, Evening | After Midnight,Female,27,Activism|Author|Writing
5666fb8720c5b5f009a75543,4,5,4,3,3,5,2,3,5,4,5,2,5,3,4,2,2,5,2,4, Evening | After Midnight| Afternoon ,Male,29,Art|Animation|Author|Design|Directing|Editing|Film/Television|GraphicDesign|Maker|Producer|SocialEnterprise|VisualArt|Writing
566702e2781f5ee40d83da0e,1,4,2,3,4,2,3,3,4,3,3,3,2,2,3,1,3,2,3,3, After Midnight,Female,23,PR/Marketing
56670a2f781f5ee40d83da22,5,5,5,1,2,3,4,1,3,5,4,5,2,2,4,5,1,4,1,1, Morning | After Midnight,Female,30,NGO/Non-Profit
56670f6f781f5ee40d83da43,1,4,3,3,5,4,3,2,4,4,4,4,4,4,4,1,1,1,1,4, Evening ,Male,40,Art|Architecture|Business|DataScience|DataVisualization|Design|Engineering|GraphicDesign|PolicyWork|Politics|SustainableDesign|Technology
56670e58781f5ee40d83da34,2,3,1,4,4,5,3,3,4,4,2,4,3,3,3,2,1,3,2,2, Evening | After Midnight,Female,23,HumanRights
56671c4e20c5b5f009a755a2,5,5,3,3,2,5,5,2,4,5,5,4,4,5,5,3,3,4,1,4, Evening ,Male,42,Art|Activism|Animation|Architecture|Business|Conservation|DataVisualization|Design|Ecology|Education|Engineering|Entrepreneurship|Environment|GraphicDesign|Invention|Law|Maker|OpenSource|Photography|PolicyWork|Politics|SocialEnterprise|Spirituality|Sustainability|SustainableDesign|Technology
56671c89781f5ee40d83da5b,4,2,5,3,5,4,1,3,2,4,4,4,2,4,5,1,1,3,5,5, Morning | Afternoon ,Female,28,Design|Game Design
56422e932ae782c65be1321d,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4, Morning ,,,
566730e320c5b5f009a755c2,4,5,4,3,1,2,4,2,4,4,5,2,4,4,5,5,4,4,1,5, Morning | Evening ,Male,46,Business|Composer|Author|Architecture|Animation|Art|Acting|CulinaryArts|Design|Directing|Editing|Environment|Fashion|Film/Television|Food|GraphicDesign|Maker|Music|Photography|Producer|Sculpture|Singer|Sports|Technology|Theater|VisualArt|Writing
5667355c781f5ee40d83da86,3,4,2,2,3,4,4,2,5,3,3,5,5,3,3,3,1,5,1,2,Pre Dawn | Morning | After Midnight,,,Art|Agriculture|DataVisualization|Design|Ecology|Environment|Exploration|Photography|Research|Sculpture|Sustainability|VisualArt
56673953781f5ee40d83daa3,2,3,4,1,4,4,3,3,5,4,1,5,2,2,4,1,2,4,3,4, Morning | Afternoon ,Female,24,DataScience|DataVisualization|SoftwareEngineering
56673f6c20c5b5f009a7560b,5,5,5,2,3,3,1,5,4,3,4,3,2,3,3,1,5,3,3,3, Morning | Afternoon | Evening ,Male,30,Astronomy|Astrophysics|Business|DataScience|DataVisualization|Education|Engineering|OpenSource|Physics|Research|Science|SoftwareEngineering
5667441920c5b5f009a7561b,2,4,3,2,3,4,3,4,5,4,3,3,3,3,3,2,2,3,3,3, Afternoon | Evening ,Female,33,Writing
56674d9220c5b5f009a7562e,2,3,3,1,4,5,4,4,5,4,3,3,2,3,4,2,5,4,2,4, Evening ,Female,26,Sports|Technology|Business|movement
